9.603557609077382949e+03 0.000000000000000000e+00
9.603611008269137528e+03 0.000000000000000000e+00
9.603664402229627740e+03 0.000000000000000000e+00
9.603717790951401184e+03 0.000000000000000000e+00
9.603771174427009100e+03 0.000000000000000000e+00
9.603824552649006364e+03 0.000000000000000000e+00
9.603877925609940576e+03 0.000000000000000000e+00
9.603931293302366612e+03 0.000000000000000000e+00
9.603984655718830254e+03 0.000000000000000000e+00
9.604038012851882741e+03 0.000000000000000000e+00
9.604091364694078948e+03 0.000000000000000000e+00
9.604144711237966476e+03 0.000000000000000000e+00
9.604198052476092926e+03 0.000000000000000000e+00
9.604251388401014992e+03 0.000000000000000000e+00
9.604304719005274819e+03 0.000000000000000000e+00
9.604358044281429102e+03 0.000000000000000000e+00
9.604411364222018165e+03 0.000000000000000000e+00
9.604464678819600522e+03 0.000000000000000000e+00
9.604517988066720136e+03 0.000000000000000000e+00
9.604571291955928245e+03 0.000000000000000000e+00
9.604624590479768813e+03 0.000000000000000000e+00
9.604677883630798533e+03 0.000000000000000000e+00
9.604731171401559550e+03 0.000000000000000000e+00
9.604784453784603102e+03 0.000000000000000000e+00
9.604837730772474970e+03 0.000000000000000000e+00
9.604891002357724574e+03 0.000000000000000000e+00
9.604944268532901333e+03 0.000000000000000000e+00
9.604997529290549210e+03 0.000000000000000000e+00
9.605050784623221261e+03 0.000000000000000000e+00
9.605104034523457813e+03 0.000000000000000000e+00
9.605157278983808283e+03 0.000000000000000000e+00
9.605210517996822091e+03 0.000000000000000000e+00
9.605263751555045019e+03 0.000000000000000000e+00
9.605316979651024667e+03 0.000000000000000000e+00
9.605370202277306817e+03 0.000000000000000000e+00
9.605423419426435430e+03 0.000000000000000000e+00
9.605476631090958108e+03 0.000000000000000000e+00
9.605529837263420632e+03 0.000000000000000000e+00
9.605583037936370602e+03 0.000000000000000000e+00
9.605636233102350161e+03 0.000000000000000000e+00
9.605689422753908730e+03 0.000000000000000000e+00
9.605742606883590270e+03 0.000000000000000000e+00
9.605795785483940563e+03 0.000000000000000000e+00
9.605848958547501752e+03 0.000000000000000000e+00
9.605902126066819619e+03 0.000000000000000000e+00
9.605955288034439945e+03 0.000000000000000000e+00
9.606008444442912150e+03 0.000000000000000000e+00
9.606061595284771101e+03 0.000000000000000000e+00
9.606114740552564399e+03 0.000000000000000000e+00
9.606167880238837824e+03 0.000000000000000000e+00
9.606221014336133521e+03 0.000000000000000000e+00
9.606274142837002728e+03 0.000000000000000000e+00
9.606327265733976674e+03 0.000000000000000000e+00
9.606380383020985391e+03 0.000000000000000000e+00
9.606433494705586781e+03 0.000000000000000000e+00
9.606486600802902103e+03 0.000000000000000000e+00
9.606539701328169031e+03 0.000000000000000000e+00
9.606592796296619781e+03 0.000000000000000000e+00
9.606645885723490210e+03 0.000000000000000000e+00
9.606698969624001620e+03 0.000000000000000000e+00
9.606752048013402600e+03 0.000000000000000000e+00
9.606805120906921729e+03 0.000000000000000000e+00
9.606858188319789406e+03 0.000000000000000000e+00
9.606911250267241485e+03 0.000000000000000000e+00
9.606964306764519279e+03 0.000000000000000000e+00
9.607017357826845910e+03 0.000000000000000000e+00
9.607070403469471785e+03 0.000000000000000000e+00
9.607123443707623665e+03 0.000000000000000000e+00
9.607176478556541042e+03 0.000000000000000000e+00
9.607229508031457954e+03 0.000000000000000000e+00
9.607282532147613892e+03 0.000000000000000000e+00
9.607335550920248352e+03 0.000000000000000000e+00
9.607388564364591730e+03 0.000000000000000000e+00
9.607441572495888977e+03 0.000000000000000000e+00
9.607494575329374129e+03 0.000000000000000000e+00
9.607547572880288499e+03 0.000000000000000000e+00
9.607600565163875217e+03 0.000000000000000000e+00
9.607653552195362863e+03 0.000000000000000000e+00
9.607706533989998206e+03 0.000000000000000000e+00
9.607759510563022559e+03 0.000000000000000000e+00
9.607812481929669957e+03 0.000000000000000000e+00
9.607865448105190808e+03 0.000000000000000000e+00
9.607918409104817329e+03 0.000000000000000000e+00
9.607971364943796289e+03 0.000000000000000000e+00
9.608024315637367181e+03 0.000000000000000000e+00
9.608077261200769499e+03 0.000000000000000000e+00
9.608130201649251831e+03 0.000000000000000000e+00
9.608183136998051850e+03 0.000000000000000000e+00
9.608236067262414508e+03 0.000000000000000000e+00
9.608288992457582935e+03 0.000000000000000000e+00
9.608341912598803901e+03 0.000000000000000000e+00
9.608394827701315080e+03 0.000000000000000000e+00
9.608447737780366879e+03 0.000000000000000000e+00
9.608500642851198791e+03 0.000000000000000000e+00
9.608553542929059404e+03 0.000000000000000000e+00
9.608606438029197307e+03 0.000000000000000000e+00
9.608659328166851992e+03 0.000000000000000000e+00
9.608712213357272049e+03 0.000000000000000000e+00
9.608765093615702426e+03 0.000000000000000000e+00
9.608817968957393532e+03 0.000000000000000000e+00
9.608870839397586678e+03 0.000000000000000000e+00
9.608923704951539548e+03 0.000000000000000000e+00
9.608976565634489816e+03 0.000000000000000000e+00
9.609029421461689708e+03 0.000000000000000000e+00
9.609082272448382355e+03 0.000000000000000000e+00
9.609135118609370693e+03 0.000000000000000000e+00
9.609187959945418697e+03 0.000000000000000000e+00
9.609240796440630220e+03 0.000000000000000000e+00
9.609293628078166876e+03 0.000000000000000000e+00
9.609346454841179366e+03 0.000000000000000000e+00
9.609399276712832943e+03 0.000000000000000000e+00
9.609452093676280128e+03 0.000000000000000000e+00
9.609504905714675260e+03 0.000000000000000000e+00
9.609557712811176316e+03 0.000000000000000000e+00
9.609610514948937634e+03 0.000000000000000000e+00
9.609663312111117193e+03 0.000000000000000000e+00
9.609716104280869331e+03 0.000000000000000000e+00
9.609768891441342930e+03 0.000000000000000000e+00
9.609821673575697787e+03 0.000000000000000000e+00
9.609874450667084602e+03 0.000000000000000000e+00
